Name,Date_of_birth,Opening_date,Expiry_date,Credit_limit,Statement_balance,Available_credit
Jose Le,1961-05-24,2005-10-06,2010-10-06,30500.0,24176.36,6323.639999999999
Kent Napier,1977-04-07,2005-06-14,2010-06-14,84500.0,22022.96,62477.04
Scott Taylor,1949-12-30,2021-06-07,2026-06-07,47500.0,4136.16,43363.84
Margaret Butler,1958-01-30,2020-04-26,2025-04-26,70500.0,62094.8,8405.199999999997
Kimberlee Waterman,1943-04-09,2008-04-25,2013-04-25,73500.0,36452.13,37047.87
Franklin Bambeck,1921-10-11,2008-04-01,2013-04-01,95500.0,92181.18,3318.820000000007
Carolyn Gallagher,1933-09-11,2014-02-06,2019-02-06,10500.0,2009.72,8490.28
Dani Benton,1984-01-01,2016-09-04,2021-09-04,70000.0,11647.2,58352.8
Victor Sharp,1925-01-03,2019-10-22,2024-10-22,88000.0,8790.43,79209.57
Harold Soler,1938-01-24,2004-04-13,2009-04-13,28500.0,1494.8,27005.2
Wilma Aune,1905-09-17,2005-06-14,2010-06-14,47500.0,28122.37,19377.63
Linda Sullivan,1984-04-25,2012-02-26,2017-02-26,31000.0,30703.42,296.58000000000175
Donald Nunnally,1953-05-01,2007-01-02,2012-01-02,51000.0,28823.52,22176.48
Arturo Hunt,1927-04-27,2013-12-23,2018-12-23,83500.0,27687.66,55812.34
Christopher Ringrose,1987-08-24,2008-04-27,2013-04-27,49000.0,4713.76,44286.24
Crystal Jones,1944-03-26,2003-08-18,2008-08-18,99500.0,731.67,98768.33
Philip Loguidice,1968-05-09,2017-05-22,2022-05-22,16000.0,10838.48,5161.52
Norris Jenkins,1970-02-21,2010-02-15,2015-02-15,61500.0,9924.52,51575.479999999996
Robert Thompson,1955-10-17,2001-05-18,2006-05-18,44500.0,21466.14,23033.86
Haley Randolph,1944-08-20,2000-06-27,2005-06-27,71000.0,13217.3,57782.7
Theresa Brown,1912-11-06,2000-03-01,2005-03-01,100000.0,58259.24,41740.76
Robert Miller,1965-04-20,2021-12-14,2026-12-14,21500.0,6072.53,15427.470000000001
Beverly Hall,1967-02-24,2020-08-06,2025-08-06,71500.0,58621.6,12878.400000000001
Jill Crafton,1964-08-26,2012-11-13,2017-11-13,97000.0,92914.48,4085.520000000004
Joyce Lembrick,1934-11-08,2011-12-05,2016-12-05,45500.0,639.85,44860.15
Shirley Tran,1957-02-26,2000-04-14,2005-04-14,33500.0,27915.05,5584.950000000001
Margaret Singleton,1920-07-30,2000-07-01,2005-07-01,68500.0,60790.2,7709.800000000003
Bruce Williams,1959-08-03,2001-11-01,2006-11-01,74500.0,36054.18,38445.82
George Upton,1954-12-11,2002-04-06,2007-04-06,63000.0,51939.82,11060.18
Terry Babcock,1943-01-08,2018-09-03,2023-09-03,41500.0,37817.38,3682.6200000000026
Tiffany Smith,1972-11-21,2004-03-31,2009-03-31,58000.0,6572.66,51427.34
Anthony Gramc,1967-02-03,2016-05-17,2021-05-17,63500.0,10098.85,53401.15
Marjorie Nash,1923-11-25,2018-05-29,2023-05-29,16500.0,322.04,16177.96
Nellie Hosler,1983-08-18,2011-08-27,2016-08-27,70500.0,2517.96,67982.04
Anthony Garcia,1983-10-23,2011-02-19,2016-02-19,86500.0,35153.3,51346.7
Dwayne Day,1984-09-18,2004-07-29,2009-07-29,26000.0,6065.62,19934.38
Ann Neal,1988-07-20,2007-01-31,2012-01-31,17000.0,6350.49,10649.51
Ernest Beckwith,1914-07-26,2005-12-26,2010-12-26,73500.0,45500.12,27999.879999999997
Antonio Harrison,1992-07-18,2013-02-21,2018-02-21,93500.0,86152.52,7347.479999999996
Anthony Jones,1963-12-13,2012-08-03,2017-08-03,14500.0,13218.85,1281.1499999999996
Betty Kane,1961-02-16,2015-12-13,2020-12-13,93000.0,76789.76,16210.240000000005
Richard Whittenbeck,1964-11-12,2013-06-01,2018-06-01,23000.0,7058.13,15941.869999999999
Carla Rodriguez,1943-05-04,2017-01-04,2022-01-04,82000.0,2493.88,79506.12
Rita Kauffman,1959-05-19,2001-08-21,2006-08-21,45000.0,14906.78,30093.22
Cletus Colvin,1986-03-01,2021-04-14,2026-04-14,99500.0,73364.59,26135.410000000003
Lisa Lineberry,1934-07-17,2020-09-13,2025-09-13,72500.0,60476.31,12023.690000000002
Josephine Garcia,1968-07-03,2017-07-18,2022-07-18,23000.0,21415.79,1584.2099999999991
Tony Householder,1928-11-17,2016-07-15,2021-07-15,94500.0,81466.1,13033.899999999994
Christopher Bowie,1909-10-20,2000-06-04,2005-06-04,30500.0,4128.08,26371.92
Susan Couey,1980-02-17,2020-03-27,2025-03-27,27000.0,20496.68,6503.32
Connie Sutton,1977-02-24,2017-04-02,2022-04-02,81000.0,19666.81,61333.19
Jamie Shiroma,1998-03-23,2019-11-08,2024-11-08,59500.0,56859.4,2640.5999999999985
Bonnie Dansby,1981-10-09,2012-12-29,2017-12-29,57500.0,12560.68,44939.32
Judy Cropp,1920-02-24,2017-05-14,2022-05-14,12000.0,1054.62,10945.380000000001
Henry Brown,1937-02-20,2016-12-16,2021-12-16,55000.0,19294.84,35705.16
Billy Houser,1977-12-02,2013-11-20,2018-11-20,16500.0,13998.35,2501.6499999999996
Mary Ricketts,1982-09-13,2020-07-26,2025-07-26,37000.0,13470.75,23529.25
Jason Sinkfield,1984-12-25,2008-11-15,2013-11-15,96500.0,36755.55,59744.45
Marcus Edwards,1923-01-25,2006-03-21,2011-03-21,34500.0,26405.07,8094.93
Natalie Dennis,1976-11-09,2016-08-24,2021-08-24,11500.0,1590.0,9910.0
Shirley Shaw,1944-04-03,2010-12-06,2015-12-06,23500.0,21661.85,1838.1500000000015
Mark Ballentine,1965-03-23,2007-09-23,2012-09-23,48000.0,7777.87,40222.13
Dennis Bledsoe,1975-06-21,2015-02-08,2020-02-08,38000.0,25489.43,12510.57
Tod Rocha,1926-03-23,2011-06-16,2016-06-16,45500.0,15559.55,29940.45
Morgan Switzer,1941-07-26,2010-07-20,2015-07-20,22500.0,18397.38,4102.619999999999
Karen Rogers,1970-07-15,2000-08-19,2005-08-19,64000.0,21580.45,42419.55
Benjamin Smith,1986-03-08,2020-11-21,2025-11-21,3000.0,2993.55,6.449999999999818
Anne Bates,1964-06-17,2008-11-12,2013-11-12,61000.0,6412.78,54587.22
Lane Howell,1966-03-21,2008-07-31,2013-07-31,87500.0,11157.81,76342.19
Jay Jones,1942-05-16,2012-11-08,2017-11-08,2000.0,1152.63,847.3699999999999
Doris Gaitan,1970-12-25,2019-10-22,2024-10-22,17000.0,3380.53,13619.47
Kevin Wood,1923-08-06,2014-06-27,2019-06-27,19500.0,11100.14,8399.86
Clifford Magnanti,1948-08-07,2017-02-07,2022-02-07,68500.0,503.66,67996.34
Deborah Miller,1974-09-17,2013-04-05,2018-04-05,34000.0,25609.12,8390.880000000001
Kenny Marzett,1982-05-04,2006-12-06,2011-12-06,86500.0,5064.13,81435.87
Luis Vil,1926-01-27,2004-12-19,2009-12-19,67500.0,1386.76,66113.24
Claude Smith,1904-06-24,2004-04-21,2009-04-21,14000.0,8819.49,5180.51
Robert Noguera,1918-04-03,2003-12-11,2008-12-11,59500.0,19696.88,39803.119999999995
David Wester,1920-03-20,2019-11-21,2024-11-21,82000.0,29730.01,52269.990000000005
Raymond Held,1973-05-17,2005-09-08,2010-09-08,40000.0,32163.32,7836.68
Adam Greeley,1974-04-23,2022-03-12,2027-03-12,57500.0,44820.95,12679.050000000003
William Harper,1952-06-07,2002-11-21,2007-11-21,84500.0,30580.83,53919.17
Theodore Bertolini,1935-12-21,2008-03-17,2013-03-17,97500.0,17985.63,79514.37
Kenneth Chestnut,1977-11-27,2009-01-04,2014-01-04,71500.0,45708.08,25791.92
Anthony Leone,1951-03-02,2013-11-10,2018-11-10,93500.0,2033.17,91466.83
Laurie Pope,1922-01-18,2018-06-09,2023-06-09,14500.0,7783.27,6716.73
Ronald Padilla,1969-05-31,2022-05-23,2027-05-23,53000.0,4016.78,48983.22
Antonio Goyne,1990-01-22,2020-10-13,2025-10-13,78000.0,49467.09,28532.910000000003
Russell Landgraf,1930-04-23,2017-05-18,2022-05-18,56000.0,25749.61,30250.39
Jay Freeman,2002-09-21,2022-07-22,2027-07-22,68500.0,54426.57,14073.43
Royce Pace,1983-11-17,2012-06-28,2017-06-28,88500.0,6129.33,82370.67
Lois Davis,1956-01-27,2015-04-19,2020-04-19,32500.0,15879.96,16620.04
Shirley Asakura,1959-12-29,2000-12-22,2005-12-22,16000.0,6860.15,9139.85
Gloria Burrell,1934-01-19,2015-10-11,2020-10-11,71000.0,1809.42,69190.58
Mabel Kidder,1989-04-01,2015-11-19,2020-11-19,39500.0,3517.36,35982.64
Christy Summers,1951-07-12,2012-07-17,2017-07-17,59500.0,19932.52,39567.479999999996
Janet Ollar,1999-11-12,2018-02-08,2023-02-08,60500.0,45919.87,14580.129999999997
Ernestine Trinka,1975-09-13,2004-04-01,2009-04-01,36000.0,4654.11,31345.89
Sandra Smith,1931-02-26,2004-09-01,2009-09-01,32500.0,9667.99,22832.010000000002
Jason Thigpen,1937-12-25,2021-08-18,2026-08-18,71000.0,22173.61,48826.39
Carol Rivera,1912-08-16,2011-07-11,2016-07-11,58500.0,19339.87,39160.130000000005
Demetrius Eilers,1920-06-30,2018-03-05,2023-03-05,84000.0,2868.61,81131.39
Tiffany Knowlton,1941-06-05,2008-10-11,2013-10-11,67000.0,51189.9,15810.099999999999
Kristin Wells,1928-09-02,2019-01-29,2024-01-29,19500.0,18252.22,1247.7799999999988
Rita Simpkins,1943-09-28,2010-03-25,2015-03-25,10500.0,9482.19,1017.8099999999995
Antonio Hummel,1982-01-18,2016-08-08,2021-08-08,48000.0,46975.25,1024.75
Angie Hill,1952-04-30,2012-08-31,2017-08-31,75000.0,1700.35,73299.65
Rita Jenkins,1952-11-10,2021-02-05,2026-02-05,81000.0,37980.63,43019.37
Christopher Martin,1936-07-19,2012-04-10,2017-04-10,10000.0,4640.31,5359.69
Nancy Harding,1956-04-17,2000-10-01,2005-10-01,32000.0,1438.62,30561.38
Charles Guyton,1975-08-10,2013-08-12,2018-08-12,22500.0,9873.18,12626.82
Joseph Cunningham,1951-03-28,2022-08-21,2027-08-21,97000.0,80914.84,16085.160000000003
Jonathan Rehm,1922-04-18,2019-01-17,2024-01-17,48000.0,2955.99,45044.01
Kathryn Hinton,1938-12-11,2022-08-20,2027-08-20,85500.0,28229.41,57270.59
Kevin Aguilar,1931-12-05,2001-11-02,2006-11-02,44500.0,26928.85,17571.15
Delicia Houston,1915-12-16,2015-03-18,2020-03-18,95500.0,72346.31,23153.690000000002
Mary Farnum,1976-05-05,2006-08-02,2011-08-02,49000.0,38676.41,10323.589999999997
Constance Gibson,1972-05-25,2007-07-22,2012-07-22,26000.0,6665.57,19334.43
Glenn Hughes,1931-10-12,2017-10-10,2022-10-10,13000.0,8296.0,4704.0
James Havens,1932-07-02,2011-07-11,2016-07-11,6500.0,1152.61,5347.39
Christine Tedrick,1940-01-15,2009-11-12,2014-11-12,84000.0,30179.68,53820.32
Horace Williams,1956-05-05,2011-01-07,2016-01-07,47500.0,26452.55,21047.45
Justin Johnson,1960-09-01,2013-02-01,2018-02-01,82500.0,49044.54,33455.46
Blanca King,1948-08-13,2012-08-24,2017-08-24,42500.0,26806.41,15693.59
Benjamin Cochran,1951-06-22,2006-01-28,2011-01-28,53000.0,38413.51,14586.489999999998
Misty Love,1947-02-01,2013-11-17,2018-11-17,30500.0,10614.27,19885.73
James Lutman,1934-12-13,2021-07-04,2026-07-04,33500.0,9928.86,23571.14
Misty Mars,1933-10-30,2018-10-20,2023-10-20,73000.0,47895.53,25104.47
Sonya Barrett,1986-05-22,2019-04-29,2024-04-29,100000.0,27567.75,72432.25
Bobby Oneal,1984-08-16,2021-08-09,2026-08-09,45500.0,37374.6,8125.4000000000015
Tony Mcnab,1952-10-04,2001-02-11,2006-02-11,26000.0,24002.47,1997.5299999999988
Charles Pirtle,1939-07-31,2000-06-11,2005-06-11,96500.0,31083.94,65416.06
Marge Richardson,1971-11-06,2003-09-05,2008-09-05,38500.0,2910.19,35589.81
Helen Davenport,1984-02-06,2011-01-06,2016-01-06,33000.0,29448.75,3551.25
Kirk Busby,1949-02-17,2005-12-29,2010-12-29,68000.0,31849.39,36150.61
Gail Knopp,1933-05-30,2020-08-18,2025-08-18,89000.0,40159.13,48840.87
Marsha Moss,1990-09-24,2021-09-29,2026-09-29,25000.0,13657.38,11342.62
Julia Gibson,1906-04-04,2001-08-21,2006-08-21,60500.0,47443.21,13056.79
Katherine Osgood,1996-05-07,2021-08-05,2026-08-05,30000.0,19806.39,10193.61
Deanne Bullock,1963-02-09,2014-08-17,2019-08-17,12500.0,6082.53,6417.47
James Minichiello,1977-01-17,2002-01-24,2007-01-24,67000.0,29693.59,37306.41
Audrey Thomas,1917-08-23,2009-11-01,2014-11-01,17500.0,13827.1,3672.8999999999996
Audrey Benford,1929-10-22,2000-08-28,2005-08-28,76000.0,38018.25,37981.75
Margaret Lanier,1952-09-01,2000-11-17,2005-11-17,57500.0,39866.85,17633.15
Sharon Gray,1976-03-28,2002-09-11,2007-09-11,35500.0,1838.95,33661.05
Richard Hotaling,1956-12-13,2006-02-21,2011-02-21,41000.0,11394.8,29605.2
Mary Anderson,1974-09-28,2022-11-27,2027-11-27,64000.0,49822.47,14177.529999999999
Lowell Degreenia,1936-08-06,2016-03-16,2021-03-16,83500.0,1347.18,82152.82
Ada Martin,1985-08-16,2022-11-29,2027-11-29,21500.0,10702.53,10797.47
Patricia Slater,1962-03-23,2013-03-02,2018-03-02,78000.0,12618.42,65381.58
Bruce Sherman,1975-04-23,2004-06-09,2009-06-09,49500.0,15008.56,34491.44
Randy Leffler,1968-12-21,2010-04-24,2015-04-24,43500.0,31658.31,11841.689999999999
David Bailey,1960-11-03,2001-11-14,2006-11-14,70500.0,52216.13,18283.870000000003
Charlie Reimold,1966-11-07,2021-11-13,2026-11-13,86500.0,27162.1,59337.9
John Bueno,1928-03-10,2006-01-18,2011-01-18,3000.0,2132.33,867.6700000000001
George Smiley,1957-04-22,2005-10-16,2010-10-16,83500.0,3481.27,80018.73
Marcy Stokes,1956-09-04,2009-03-27,2014-03-27,19500.0,386.36,19113.64
Susan Lopez,1915-12-31,2015-11-18,2020-11-18,28500.0,27702.9,797.0999999999985
Yolanda Nickerson,1915-01-12,2014-07-08,2019-07-08,97000.0,74602.89,22397.11
Muriel Cuevas,1965-12-29,2002-07-13,2007-07-13,94500.0,76730.2,17769.800000000003
Jackie Brown,1989-05-24,2015-02-09,2020-02-09,49000.0,4528.52,44471.479999999996
Louisa George,1979-02-23,2008-03-06,2013-03-06,1500.0,1274.4,225.5999999999999
James Ballard,1979-03-04,2008-05-19,2013-05-19,17000.0,16038.8,961.2000000000007
Richard Pappas,1985-07-27,2018-07-26,2023-07-26,15500.0,4512.57,10987.43
Jordan Beman,1933-11-04,2003-03-28,2008-03-28,10500.0,1902.79,8597.21
Martin Ashley,1962-11-07,2022-04-09,2027-04-09,22500.0,19317.81,3182.1899999999987
Lisa Kies,1974-10-07,2004-04-23,2009-04-23,7000.0,5847.11,1152.8900000000003
Delia Luthy,1965-05-18,2000-02-28,2005-02-28,10000.0,3895.19,6104.8099999999995
James Parrish,1954-09-25,2014-05-11,2019-05-11,82000.0,9972.13,72027.87
Jeannie Phillips,1930-06-25,2011-09-28,2016-09-28,50500.0,41779.73,8720.269999999997
Wilhelmina Hynes,1951-07-02,2009-01-31,2014-01-31,5500.0,3516.69,1983.31
Edward Ringel,1975-10-10,2018-08-30,2023-08-30,34000.0,17755.63,16244.369999999999
Vicki Kellner,1978-01-03,2006-01-30,2011-01-30,49500.0,33678.15,15821.849999999999
John Aragon,1996-06-11,2016-09-09,2021-09-09,15500.0,9509.51,5990.49
Brian Weinzierl,1973-01-11,2013-12-07,2018-12-07,86000.0,40161.02,45838.98
Wade Howard,1935-12-22,2005-08-12,2010-08-12,69000.0,50068.42,18931.58
Maria Spears,1991-02-27,2010-04-01,2015-04-01,13500.0,10392.97,3107.0300000000007
Patricia Walsh,1928-03-24,2004-01-03,2009-01-03,56500.0,6922.58,49577.42
Stephen Denny,1949-12-20,2001-11-25,2006-11-25,64500.0,38401.51,26098.489999999998
Vannessa Ruiz,1927-07-25,2015-10-03,2020-10-03,31000.0,29534.79,1465.2099999999991
Verna Meeks,1973-01-19,2021-12-06,2026-12-06,99000.0,47792.07,51207.93
Becky Mckelvy,1965-09-07,2017-10-25,2022-10-25,98500.0,81799.17,16700.83
Cory Zodrow,1934-04-05,2001-05-30,2006-05-30,3000.0,2850.61,149.38999999999987
Rosendo Davis,1927-08-25,2005-10-26,2010-10-26,64500.0,58035.55,6464.449999999997
Deborah Carney,1915-01-17,2005-12-03,2010-12-03,59000.0,33476.65,25523.35
Nicole Finley,1963-10-06,2009-12-22,2014-12-22,81000.0,62063.42,18936.58
John Haas,1929-02-13,2013-06-09,2018-06-09,45000.0,6246.51,38753.49
Patricia Garner,1986-10-14,2015-11-13,2020-11-13,50500.0,8934.6,41565.4
Gregory Ball,1952-05-06,2015-12-03,2020-12-03,38000.0,32538.27,5461.73
Archie Collier,1917-07-28,2006-02-24,2011-02-24,68500.0,10738.38,57761.62
Scott Leuthauser,1924-05-08,2019-06-20,2024-06-20,5000.0,1968.89,3031.1099999999997
Deborah Henry,1924-03-03,2009-03-13,2014-03-13,41500.0,39667.64,1832.3600000000006
John Gibbons,1968-12-20,2018-09-28,2023-09-28,19500.0,9984.09,9515.91
Daniel Carpenter,1978-03-15,2004-06-02,2009-06-02,78000.0,28575.78,49424.22
Alice Roman,1973-11-17,2018-07-20,2023-07-20,39000.0,27291.42,11708.580000000002
Nathaniel Mallon,1905-09-17,2003-11-11,2008-11-11,87500.0,41979.68,45520.32
Lenna Boos,1953-12-04,2003-12-29,2008-12-29,42000.0,24902.9,17097.1
Billie Redman,1957-01-12,2011-01-28,2016-01-28,53500.0,3045.18,50454.82
James Jackson,1981-08-29,2006-07-25,2011-07-25,5500.0,536.65,4963.35
Joann Mitchell,1970-04-05,2014-10-13,2019-10-13,62000.0,26506.2,35493.8
Kenneth White,1978-08-02,2012-04-13,2017-04-13,21500.0,13368.73,8131.27
Mary Reynolds,1970-08-06,2017-04-19,2022-04-19,33500.0,5657.01,27842.989999999998
Michael Douglas,1969-07-16,2015-05-20,2020-05-20,38500.0,2857.05,35642.95
Joseph Harris,1912-01-25,2001-06-21,2006-06-21,61000.0,35121.02,25878.980000000003
Julia Diggs,1948-01-29,2001-05-05,2006-05-05,78000.0,18293.22,59706.78
Mary Lawson,1968-12-17,2006-11-21,2011-11-21,64000.0,35242.68,28757.32
John Attaway,1931-06-15,2005-04-14,2010-04-14,27500.0,16114.58,11385.42
Ronnie Boswell,1953-10-06,2016-07-10,2021-07-10,67000.0,31828.7,35171.3
Ruth Rybowiak,1987-01-10,2009-10-26,2014-10-26,31500.0,6035.67,25464.33
Thomas Chavez,1989-12-26,2021-08-05,2026-08-05,45500.0,45353.25,146.75
Linn Wynn,1990-09-15,2018-12-10,2023-12-10,93500.0,43539.45,49960.55
Kathleen Hancock,1943-06-03,2001-07-20,2006-07-20,76500.0,74437.88,2062.1199999999953
Iris Bennett,1972-06-17,2012-11-16,2017-11-16,15000.0,876.09,14123.91
Vicky Corcoran,1963-03-10,2018-05-10,2023-05-10,1500.0,198.67,1301.33
Cecilia Battle,1973-06-12,2004-01-19,2009-01-19,46000.0,346.95,45653.05
Jackie White,1974-12-11,2015-04-08,2020-04-08,22500.0,4986.8,17513.2
Kevin Urbina,1959-02-07,2005-05-30,2010-05-30,33000.0,29883.24,3116.7599999999984
Victoria Boudreau,1959-01-16,2019-02-02,2024-02-02,64000.0,3444.15,60555.85
Diana Rios,1926-10-20,2000-05-21,2005-05-21,22000.0,14338.16,7661.84
Shirley Davis,1983-10-17,2008-08-01,2013-08-01,70000.0,37087.44,32912.56
Michael Franco,1923-06-10,2020-11-06,2025-11-06,21500.0,717.15,20782.85
Kary Mcelderry,1962-06-27,2017-03-27,2022-03-27,43000.0,34995.75,8004.25
Sylvia Bell,1939-06-18,2016-06-17,2021-06-17,98500.0,57484.18,41015.82
Jessica Arnold,1962-06-03,2006-08-08,2011-08-08,57000.0,5456.13,51543.87
Prince Johnson,1928-05-05,2007-01-31,2012-01-31,74500.0,18511.25,55988.75
April Miller,1933-11-06,2017-03-06,2022-03-06,77000.0,31794.57,45205.43
Stephen Kenny,1989-06-02,2021-08-13,2026-08-13,34500.0,31234.08,3265.9199999999983
Joseph Waring,1961-07-11,2013-11-16,2018-11-16,8000.0,2777.3,5222.7
Thomas Linstrom,1933-05-18,2003-09-15,2008-09-15,47000.0,23284.58,23715.42
Susan Carter,1978-09-28,2010-11-11,2015-11-11,7500.0,1132.38,6367.62
Mitzi Luna,1930-05-25,2011-08-06,2016-08-06,27000.0,25979.17,1020.8300000000017
Paul Brown,1931-08-02,2021-06-13,2026-06-13,13500.0,10481.73,3018.2700000000004
Wendy Grosz,1948-07-21,2006-04-20,2011-04-20,91500.0,60987.98,30512.019999999997
Martin Beach,1941-02-14,2007-01-15,2012-01-15,91000.0,61413.3,29586.699999999997
Terry Kays,1980-11-12,2008-04-01,2013-04-01,56500.0,11868.84,44631.16
Greg Turner,1953-04-06,2014-02-02,2019-02-02,2000.0,1431.63,568.3699999999999
Susan Riblett,1964-02-09,2002-02-26,2007-02-26,7500.0,1729.14,5770.86
Joshua Cordeiro,1983-01-07,2009-11-21,2014-11-21,50000.0,47792.15,2207.8499999999985
Robert Trevino,1962-12-28,2006-01-23,2011-01-23,99000.0,15211.59,83788.41
Elmer Brown,1936-07-28,2003-12-13,2008-12-13,44500.0,43546.84,953.1600000000035
Faustino Kelly,1947-10-06,2014-04-30,2019-04-30,59500.0,26331.99,33168.009999999995
Gregory Arkenberg,1919-09-27,2002-06-15,2007-06-15,59000.0,57235.18,1764.8199999999997
Mae Fox,1924-02-13,2012-01-14,2017-01-14,47500.0,26326.29,21173.71
Gloria Applin,1944-05-17,2011-04-13,2016-04-13,62000.0,27817.57,34182.43
Graciela Mart,1935-09-28,2020-03-18,2025-03-18,4000.0,2450.27,1549.73
Betty Kaplan,1956-07-23,2007-02-20,2012-02-20,89500.0,54074.75,35425.25
Zoe Smith,1956-11-26,2007-05-28,2012-05-28,22000.0,19605.12,2394.880000000001
Travis Abernathy,1912-11-28,2007-06-20,2012-06-20,31500.0,3564.12,27935.88
Melissa Hinton,1923-03-07,2003-11-23,2008-11-23,28500.0,2221.71,26278.29
David Roller,1944-08-04,2012-10-08,2017-10-08,60000.0,56173.03,3826.970000000001
Jessie Trovillion,1943-04-30,2013-01-26,2018-01-26,67000.0,20728.79,46271.21
Carl Potvin,1953-01-18,2011-04-04,2016-04-04,93500.0,51314.08,42185.92
Darryl Amyx,1988-11-15,2013-05-09,2018-05-09,48500.0,35317.23,13182.769999999997
Mireya Sherwood,1987-08-07,2008-06-16,2013-06-16,60000.0,7507.34,52492.66
Johnnie Kirley,1944-10-17,2021-09-28,2026-09-28,77500.0,15755.41,61744.59
Paul Fuller,1968-05-08,2009-09-03,2014-09-03,6000.0,2055.88,3944.12
Steven Medina,1911-05-30,2006-01-06,2011-01-06,48500.0,43526.02,4973.980000000003
Bob Ladd,1994-01-03,2022-10-10,2027-10-10,53500.0,35500.2,17999.800000000003
Levi Jones,1915-08-07,2014-12-24,2019-12-24,66000.0,61823.01,4176.989999999998
Marcia Levites,1944-06-15,2000-08-11,2005-08-11,69000.0,33370.25,35629.75
Frances Stouffer,1958-06-16,2012-04-29,2017-04-29,15000.0,6212.46,8787.54
Victor Cason,1966-03-12,2020-03-07,2025-03-07,10000.0,3859.22,6140.780000000001
Daryl Alicea,1976-06-19,2017-11-21,2022-11-21,9000.0,8765.9,234.10000000000036
Amelia Floyd,1958-10-10,2022-06-06,2027-06-06,77000.0,45938.13,31061.870000000003
Cynthia Burch,1985-03-19,2014-08-03,2019-08-03,79500.0,37047.36,42452.64
William Clarke,1961-08-25,2002-08-01,2007-08-01,25000.0,23660.6,1339.4000000000015
Elizabeth Gomez,1968-07-20,2019-04-20,2024-04-20,64000.0,48096.55,15903.449999999997
Mattie Hopkins,1957-06-05,2010-01-09,2015-01-09,24000.0,11822.37,12177.63
Angela Mitchell,1924-09-30,2019-10-27,2024-10-27,62000.0,19343.05,42656.95
Matthew Barbosa,1941-06-06,2012-02-09,2017-02-09,85000.0,44231.54,40768.46
Stanley Holmes,1995-12-01,2020-11-02,2025-11-02,70000.0,62766.01,7233.989999999998
Justin Wilkins,1931-12-18,2014-02-20,2019-02-20,90500.0,36969.44,53530.56
Cecilia Apple,1914-01-03,2007-05-07,2012-05-07,92000.0,81555.08,10444.919999999998
Bryan Mosley,1921-08-16,2016-02-18,2021-02-18,3000.0,2292.94,707.06
Anita Rose,1979-11-04,2017-01-17,2022-01-17,27500.0,17521.06,9978.939999999999
Melvin Tallie,1992-04-23,2010-08-10,2015-08-10,47500.0,32390.09,15109.91
John White,1999-04-12,2020-01-11,2025-01-11,44000.0,28168.0,15832.0
Michael Paxton,1959-01-20,2005-03-04,2010-03-04,87500.0,19468.27,68031.73
Cathy Daniels,1979-07-11,2007-01-30,2012-01-30,33000.0,6239.46,26760.54
Michael Avery,1970-11-08,2014-07-13,2019-07-13,36500.0,23029.0,13471.0
Sheila Lopes,1977-12-18,2001-12-17,2006-12-17,100000.0,2441.26,97558.74
Stacey Brown,1946-11-02,2002-12-17,2007-12-17,43000.0,35068.86,7931.139999999999
Freddie Feldman,1994-06-09,2021-02-20,2026-02-20,100000.0,91115.71,8884.289999999994
Michelle Alvarez,1967-10-08,2022-07-07,2027-07-07,51000.0,10956.89,40043.11
Marion Rufi,1946-10-22,2011-11-15,2016-11-15,72500.0,41205.01,31294.989999999998
Sheila Estrada,1964-01-15,2017-02-20,2022-02-20,36000.0,30799.14,5200.860000000001
Karen Hafferkamp,1918-06-08,2007-01-29,2012-01-29,47000.0,40552.65,6447.3499999999985
Jimmy Kelley,1985-08-15,2018-12-07,2023-12-07,16000.0,8186.8,7813.2
Blaine Hines,1996-10-15,2020-08-22,2025-08-22,46500.0,28661.41,17838.59
Leif Negrete,1924-08-18,2012-01-15,2017-01-15,66000.0,17448.39,48551.61
Jim Mcfarland,1940-04-01,2018-01-24,2023-01-24,29000.0,24357.98,4642.02
Lori Clark,1922-11-27,2020-10-29,2025-10-29,26500.0,18386.17,8113.830000000002
William Mccrae,1947-06-30,2004-02-03,2009-02-03,77500.0,74855.14,2644.8600000000006
Elsie Daniel,1942-03-22,2016-03-24,2021-03-24,1500.0,943.42,556.58
Paul Dawkins,1973-09-08,2021-04-06,2026-04-06,19000.0,18569.75,430.25
Justin Lord,1962-04-20,2007-09-28,2012-09-28,79000.0,71641.67,7358.330000000002
Lourdes Case,1924-11-18,2013-03-25,2018-03-25,40000.0,5903.44,34096.56
Lonnie Rapp,1964-07-28,2021-02-15,2026-02-15,3500.0,2226.67,1273.33
Sean Forte,1955-01-31,2004-01-19,2009-01-19,85500.0,82019.99,3480.0099999999948
Luis Johnson,1971-01-23,2016-01-17,2021-01-17,21500.0,15185.36,6314.639999999999
Nathan Pecoraino,1974-09-15,2017-02-14,2022-02-14,98000.0,31179.98,66820.02
Leslie Ware,1950-12-21,2006-05-14,2011-05-14,67500.0,52421.37,15078.629999999997
Pearl Soos,1903-08-09,2001-03-01,2006-03-01,22000.0,1260.57,20739.43
Shawn Owen,1926-05-19,2005-10-15,2010-10-15,63000.0,32817.4,30182.6
Patricia Mach,1997-10-23,2021-03-04,2026-03-04,11500.0,1904.08,9595.92
Walter Pullen,1992-06-08,2013-06-23,2018-06-23,28000.0,1788.12,26211.88
